Tracking Number,Accession Number,Catalog Number,Family,Genus,Subgenus,Species,Subspecies,Stage,Author,Year,Specimen Number,Collecting Method,Continent,Ocean,Sea/Gulf/Strait,Lake/Pond/Reservoir,Bay/Harbor/Sound,River/Creek,Stream,Mountain Range,Mountain,Island Group,Island,Notes: Locality,Notes: Country,Country,MISCELLANEOUS,Department / Province / State,County,City/Town/Hamlet,Specific Locale,Macro Habitat,Micro Habitat ,Substrate,Temp C,decimal latitude,decimal longitude,Latitude (from),Lat (from) NS,Latitude (to),Lat NS  (to),Longitude (from),Long (from) EW,Longitude   (to) ,Long EW  (to),Elevation from (m),Elevation to (m),Elevation from (f),Elevation to (f),Depth (f) start,Depth (f) end,Depth (m) start,Depth (m) end,Fathoms,Collector,Date Collected,Collection,Donation Date,Notes,Type,Preservation Type,Publication,Collection2
802,,195144,Caecidae,Caecum,,cooperi,,,S.Smith,1860,23,,,Atlantic Ocean,,,,,,,,,,,,Antigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Collection
801,,195143,Caecidae,Caecum,,multicostatum,,,,,1,,,,Caribbean Sea,,,,,,,,,,,Antigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Coll,,,,,,
803,,195148,Caecidae,Caecum,,pulchellum,,,Stimpson,1851,100+,,,,Caribbean Sea,,,,,,,,,,,Antigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Coll.,,,,,,
827,10050,286758,Muricidae,Thais,,deltoidea,,,Lamarck,1822,2,,,,,,,,,,,,,,,Antigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"May, 1984",Katherine C. Vaught,17-Jul-95,"On coral rocks, shore side of reef, Long Bay Beach Hotel.",,,,Katherine C. Vaught Collection.
817,9853,291741,Turbinellidae,Vasum,,globulum,nuttingi,,Henderson,1919,2,,,,Caribbean Sea,,,,,,,,,,,Antigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace C.Eddison,"25 October, 1991",,,,,Grace C.Eddison MD Collection.
820,9539,244224,Fissurellidae,Fissurella,,angusta,,,Gmelin,1791,3,,,,Caribbean Sea,,,,,,,,,,,Antigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nellie Dow,"May, 1964",Jerome M. Bijur,15-Dec-86,,,,,Jerome M. Bijur Collection
824,9852,268415,Turbinellidae,Vasum,,globulus,nuttingi,,Henderson,1919,1,,,,Caribbean Sea,,,,,,,,,,,Antigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,20-Dec-91,30 feet on rubble by diving.,,,,Mrs. Peter R. Fleischner Collection
826,10050,286745,Muricidae,Thais,,rustica,,,Lamarck,1822,2,,,,Caribbean Sea,,,,,,,,,,,Antigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"May, 1984",Katherine C. Vaught,17-Jul-95,"On coral rocks, shore side of reef, Long Bay beach.",,,,Katherine C. Vaught Collection.
815,,195153,Caecidae,Caecum,,nebulosum,,,Rehder,,60+,,,Atlantic Ocean,,,,,,,,,,,,Antigua & Barbuda,,Antigua,St. Johns,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon Nowell-Usticke Coll,,,,,,
816,,294372,Pyramidellidae,Odostomia,,charlottae,,,Usticke,1969,1,,,,,,,,,,,,,,,Antigua & Barbuda,,"Antigua,","Charlotte Point,",,,,,,,,,,,,,,,,,,,,,,,,,,Collector Unknown,,G. Nowell-Usticke,1978,ex. Usticke Collection No. 1343 (see AMNH 193559),PARALECTOTYPE,,"Usticke, 1969: 31, pl. 6, fig. 1343 designation Boyko & Cordeiro in press",Gordon Nowell-Usticke Collection
814,,198487,Solenidae,Solen,,viridis,aldridgei,,Usticke,1969,1v,,,Atlantic Ocean,,,,,,,,,,,,Antigua & Barbuda,,Ramsey Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,R. Aldridge,Not Cited,,,ex Usticke Collection 1780.  This lot contains 1 valve (figured).    ,SYNTYPE, ,"p. 7, pl. 1, fig. 1780",
812,,198484,Sportellidae,Basterotia,,pustula,,,Usticke,1971,2v,,,Atlantic Ocean,,,,,,,,,,,,Antigua & Barbuda,,St. Johns,,,,,,,,,,,,,,,,,,,,,,,,,,,G. Usticke,Not Cited,,,"ex Usticke Collection 1618.  Neither specimen matches the given holotype dimensions.  This lot contains 2 valves, both of which are figured.  ",SYNTYPES, ,"pp. 29-30, pl. 5, fig. 1618",
813,,198485,Veneridae,Chione,,minor,,,Usticke,1969,1v,,,Atlantic Ocean,,,,,,,,,,,,Antigua & Barbuda,,,,,mangrove swamps ,,,,,,,,,,,,,,,,,,,,,,,,G. Usticke,Not Cited,,,ex Usticke Collection 1650.  This lot contains 1 valve (figured).    ,SYNTYPE, ,"p. 6, pl. 1, fig. 1650",
828,9853,291733,Turbinellidae,Vasum,,globulus,nuttingi,,Henderson,1919,3,,,,Caribbean Sea,,,,,,,,,,,Antilles,,"Antigua,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll.Unknown,,Grace C.Eddison,"25 October, 1991",,,,,Grace C.Eddison MD Collection.
866,9853,293217,Pectinidae,Chlamys,,lischkei,,,Dunker,1850,1,,,,,,,,,,,,,,,Argentina,,"120 miles off Mar del Plata,",,,"150 meters,",,,,,,,,,,,,,,,,,,,,,,,,E. Rios,Dec-61,Grace G. Eddison,25-Oct-91,"ex. J. Zager, 20 October 1963",,,,Grace G. Eddison MD Collection
928,,271640,Philobryidae,Philobrya,,antarctica,,,(Philippi,1868),2,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"50¦17'S, 66¦50'W, 82m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",20-Feb-59,,,Det. RK Dell V-15-93,,,,Vema Expedition
920,,271627,Turridae,Oenopota,,thielei,,,Powell,1951,1,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"51¦01'S, 68¦32.5'W, 82m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",19-Feb-59,,,Det. RK Dell V-15-91,,,,Vema Expedition
926,,271637,Lyonsiidae,Entodesma,,cuneata,,,(Gray,1828),1,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"52¦49'S, 67¦35'W, 66m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",2-Apr-61,,,Det. RK Dell V-17-33,,,,Vema Expedition
932,,271644,Crepidulidae,Trochita,,decipiens,,,(Philippi,1845),6,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"52¦49'S, 67¦35'W, 66m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",2-Apr-61,,,Det. RK Dell V-17-33,,,,Vema Expedition
938,,271655,Cerithiidae,Ataxocerithium,,pullum,,,(Philippi,1845),1,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"52¦49'S, 67¦39'W, 66m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",4-Feb-61,,,Det. RK Dell V-17-33,,,,Vema Expedition
923,,271632,Hiatellidae,Hiatella,,solida,,,(Sowerby,1834),1,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"52¦53.3'S, 65¦35'W, 108m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",5-Mar-59,,,Det. RK Dell V-15-102,,,,Vema Expedition
921,,271630,Hiatellidae,Hiatella,,solida,,,(Sowerby,1834),2,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"54¦06.6'S, 66¦20'W, 55m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",6-Mar-59,,,Det. RK Dell V-15-105,,,,Vema Expedition
931,,271643,Kelliidae,Kellia,,bullata,,,Philippi,1845,1,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"54¦24'S, 63¦29'W, 198m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",3-Mar-59,,,Det. RK Dell V-15-98,,,,Vema Expedition
918,,271506,Hiatellidae,Hiatella,,solida,,,(Sowerby,1834),2v,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"54¦53.5'S, 60¦26.5'W, 432m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",10-May-61,,,Det. RK Dell V-17-59,,,,Vema Expedition
919,,271507,Marginellidae,Marginella,,dozei,,,Mabille & Rochbrune,1889,4,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"54¦53.5'S, 60¦26.5'W, 432m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",10-May-61,,,Det. RK Dell V-17-59,,,,Vema Expedition
922,,271631,Volutidae,Provocator,,corderoi,,,Carcelles,1947,1,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"54¦53.5'S, 60¦26.5'W, 432m,",,,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",10-May-61,,,Det. RK Dell V-17-59,,,,Vema Expedition
853,,202762,Entalinidae,Costentalina,,vemae,,,Scarabino,1986b,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,Argentine Basin,,,"Station V-17-81, 44ø33'S, 44ø19'W, 5332 m. ",,,,,,,,,,,,,,,,,,,,,,,,R/V Vema,27-May-61,,,"A paratype is AMNH 202763 (fide Scarabino, 1986b, p. 3). This lot contains 1 specimen (figs. 1-7).   ",HOLOTYPE, ,"pp. 2-3, plate 1, figs. 1-7",
854,,202763,Entalinidae,Costentalina,,vemae,,,Scarabino,1986b,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,Argentine Basin,,,"Station V-17-85, 47ø35'S, 43ø21'W, 5495 m. ",,,,,,,,,,,,,,,,,,,,,,,,R/V Vema,6-Jun-61,,,"The holotype is AMNH 202762 (fide Scarabino, 1986b, p. 3). This lot contains 1 specimen (unfigured).   ",PARATYPE, ,"pp. 2-3, plate 1, figs. 1-7",
858,,213693,Cocculinidae,Cocculina,,superba,,,Clarke,1960,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,Argentine Basin,,,"Vema Station 210, 47zz57.5'S, 48zz03'W, approximately 800 miles east of Deseado, in 3334 fathoms",,,,,,,,,,,,,,,,,,,,,,,,"R/V ""Vema""",28-Mar-59,,,"The species was described from a single specimen formerly housed at Lamont Geological Observatory, Palisades, New York (%fide% Clarke, 1960, p. 3).  ",HOLOTYPE,YES ,"p. 3, 2 figs.",
970,9853,289227,Volutidae,Adelomelon,,braziliana,,,Lamarck,1811,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Argentine Coast,","20 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,,,"""""Pascal II""""","October, 1960",Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
975,9853,293174,Pectinidae,Chlamys,,lischkei,,,Dunker,1850,1,,,,,,,,,,,,,,,Argentina,,"Bahia Blanca,",about 10 degr.,,"120 meters,",,,,,,,,,,,,,,,,,,,,,,,,"""""Pascla II""""",Nov-60,Grace G. Eddison,25-Oct-91,"ex. J. Donovan, 20 July 1964",,,,Grace G. Eddison MD Collection
898,9461,240423,Cymatiidae,Fusitriton,,magellanicus,,,Roeding,1798,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Bahia Blanca,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1960,Alice Denison Barlow,"December, 1985",Dredged at 120 meters by fishermen.,,,,Alice Denison Barlow Collection
903,9461,242360,Pectinidae,Chlamys,,lischkei,,,Dunker,1850,2,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Bahia Blanca,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"November, 1961",Alice Denison Barlow,"December, 1985",In dredge off Bahia Blanca from muddy bottom at 186 meters.,,,,Alice Denison Barlow Collection
966,9853,287803,Ranellidae,Fusitriton,,magellanicus,magellanicus,,Roeding,1798,2,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Bahia Blanca,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"November, 1960","Grace G. Edison, MD",25-Oct-91,120 meters.,,,,"Grace G. Edison, MD."
942,,271756,Limidae,Limatula,,pygmaea,,,(Philippi,1845),1v,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"Bahia Grande,","51¦01'S, 68¦32.5'W, 82m.",,,,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",19-Feb-59,,,Det. RK Dell V-15-91,,,,Vema Expedition
917,,271252,Calyptraeidae,Eumetadrillia,,fuegiensis,,,(Smith,1888),1,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"Bahia Grunde,",,,"53¦12'S, 65¦30'W, 106 m.",,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",3-May-59,,,Det. by RK Dell V-15-103,,,,Vema Expedition
912,9876,267387,Muricidae,Trophon,,geversianus,,,Pallas,1774,2,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Buenos Aires Province,",,,,,,,,,,,,,,,,,,,,,,,,,,,Sol Weiss,,Walter E. Sage,20-Jun-92,,,,,Walter E. Sage Gift
908,9803,252710,Nassariidae,Buccinanops,,uruguayensis,,,Pilsbry,1897,2,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Buenos Aires,","Monte Hermoso,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1988,Dan Spelling,10-Sep-90,,,,,Beatrice S. Procter Fund
913,9852,268164,Ranellidae,Cymatium,,felipponei,,,Ihering,1907,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Buenos Aires,","Necochea,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"June, 1988",Mrs. Peter R. Fleischner,20-Dec-91,Dredged with Pecten tehuelchus.,,,,Mrs. Peter R. Fleischner Collection
916,,271237,Buccinidae,Pareuthria,,powelli,,,Cernohorsky,1977,1,,,Antarctic Ocean,,,,,,,,,,,,Argentina,,"Cabo San Juan,",,,"54¦11.5'S, 62¦36'W, 403 m.",,,,,,,,,,,,,,,,,,,,,,,,"R/V """"Vema""""",7-Mar-59,,,Det. by RK Dell V-15-109,,,,Vema Expedition
952,9877,272225,Volutidae,Adelomelon,,beckii,,,Broderip,1836,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Cabosto Antonia,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,W.H. Harmon,15-Jun-92,Trawled in 45 fathoms.,,,,Waverley H. Harmon Collection.
968,9853,289222,Volutidae,Adelomelon,,ancilla,,,Solander,1786,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Cape Sto,","45 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
958,9879,275491,Pectinidae,Chlamys,,felipponei,,,Dall,1922,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Chubut,","Puerto Madryn,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,3-May-90,Mrs.Peter R. Fleischner,25-Jun-92,Trawled at 90 meters on rocky bottom.,,,,Mrs. Peter R. Fleischner Collection.
973,9853,290630,Marginellidae,Volvarina,,patagonica,,,Von Martens,1881,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Coast of Patagonica,","60 fathoms, trawled,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
851,,170489,Veneridae,Protothaca,,antiqua,,,King & Broderip,1835,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"E. Chubut,","Puerto Madryn, Playa las Piedras,",,,,,,,,,,,,,,,,,,,,,,,,,,F.A. DeFilippo,1964,E. Duarte,,,,,,ex John E. Holeman Collection
886,10310,314257,Muricidae,Acanthina,,monadon,,,(Pallas,1774),2,,,,,,,,,,,,,,,Argentina,,Falkland Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Germer,1999,,,,,Germer Collection
904,9461,243616,Trochidae,Calliostoma,,coppingeri,,,E.A.Smith,1880,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Jabali,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1965,Alice Denison Barlow,"December, 1985","Dredged by fishermen at 30 fathoms, 40 dgr.22'S-60 dgr.35'W.",,,,Alice Denison Barlow Collection
893,9546,238961,Siphonariidae,Siphonaria,,lessoni,,,Blainville,1824,6,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"La Pedrera,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,John H. Bernard,30-Dec-86,On stones at high tide line.,,,,John H. Bernard Gift
909,9716,252967,Volutidae,Zidona,,dufresnei,,,(Donovan,1823),1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata coast,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"June, 1978",Walter E. Sage,22-Dec-89,50 m. from sandy bottom; fishermen's nets,,,,Alan F. Brown Collection
969,9853,289224,Volutidae,Adelomelon,,ancilla,,,Solander,1786,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata,","150 meters,",,,,,,,,,,,,,,,,,,,,,,,,,,E. Rios,"December, 1961",Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
963,10050,283805,Muricidae,Risomurex,,necocheanus,,,Pilsbry,1906,2,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata,","Peia de Buenos Aires,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,"June, 1982",Katherine C. Vaught,17-Jul-95,Found washed ashore after a storm. Dead collected.,,,,Katherine C. Vaught Collection.
967,9853,289187,Volutidae,Adomelon,,megellanica,,,Gmelin,1791,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata,",,,"off Mar del Plata, 180 meters",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
895,9546,239305,Veneridae,Transenpitar,,americana,,,Doello-Jurado,1951,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata,",,,,,,,,,,,,,,,,,,,,,,,,,,,V.Scarasino,,John H. Bernard,30-Dec-86,,,,,John H. Bernard Gift
896,9546,239307,Semelidae,Semele,,casali,,,Doello-Jurado,1949,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata,",,,,,,,,,,,,,,,,,,,,,,,,,,,Scansino,1972,John H. Bernard,30-Dec-86,,,,,John H. Bernard Gift
897,9461,240325,Volutidae,Adelomelon,,ancilla,,,Lightfoot,1786,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1964,Alice Denison Barlow,"December, 1985",Dredged at 150 meters off Mar del Plata.,,,,Alice Denison Barlow Collection
899,9642,241036,Muricidae,Morula,,necocheana,,,Pilsbry,1908,2,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1986,Royce Hubert,"November 15,1988",By diver under rocks at 10 Fathoms,,,,Beatrice S. Procter Fund
902,9461,242226,Muricidae,Trophonopsis,,acanthodes,,,Watson,1882,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1963,Alice Denison Barlow,"December, 1985",Dredged off Mar del Plata.,,,,Alice Denison Barlow Collection
911,9369,262119,Nassariidae,Buccinanops,,moniliferum,,,Kiener,1834,2,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar Del Plata,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Dorothy Germer,1-Sep-84,,,,,Dorothy Germer Collection
915,9852,268787,Volutidae,Adelomelon,,subnodosa,,,Leach,1914,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mar del Plata,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Mrs. Peter R. Fleischner,20-Dec-91,Trawled from 100-110 fathoms depth.,,,,Mrs. Peter R. Fleischner Collection
961,9587,278242,Siphonariidae,Siphonaria,,lessoni,,,Blainville,1824,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mardel Plata,","Cape Corrientes,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Melvin B. Robin,30-Dec-87,,,,,Melvin B. Robin Collection
901,9461,241406,Olividae,Olivancillaria,,deshayesiana,,,Ducros,1857,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Mars del Plata,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Alice Denison Barlow,"December, 1985",,,,,Alice Denison Barlow Collection
900,9642,241037,Cadulidae,Polyschides,,tetraschistus,,,Watson,1879,3,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Monte Hermoso,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,1986,Royce Hubert,"November 15,1988",Dredged in 25 Fathoms in Algae & sea detritus.,,,,Beatrice S. Procter Fund
910,9716,257656,Pectinidae,Chlamys,,tehuelcha,,,(D'Orbigny,1846),2 v,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Necochea,",,,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Walter E. Sage,22-Dec-89,10 m.; in colony of Mytilis edulis platensis Orbigny skin diver,,,,Alan F. Brown Collection
974,9853,293173,Pectinidae,Chlamys,,lischkei,,,Dunker,1850,1,,,,,,,,,,,,,,,Argentina,,"off Argentine coast,",,,"10 fathoms,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,"ex. J. Donovan, 1 July 1963",,,,Grace G. Eddison MD Collection
867,9853,294191,Tellinidae,Tellina,,radiata,,,Linne,1758,5.5,,,,,,,,,,,,,,,Argentina,,"off Mar del Plata,",,,,,,,,,,,,,,,,,,,,,,,,,,,J. Moore,Aug-63,Grace G. Eddison,25-Oct-91,"ex. J. Moore, 29 November 1963",,,,Grace G. Eddison MD Collection
868,10050,302205,Muricidae,Trophon,,gerversianus,,,(Pallas,1774),1,dredged,,,,,,,,,,,,,,Argentina,,"off Puerto Madryn,",,,"20-30 meters, rocks,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,13-Apr-00,,,,,Kay C. Vaught Collection
869,10050,302205,Muricidae,Trophon,,gerversianus,,,(Pallas,1774),1,dredged,,,,,,,,,,,,,,Argentina,,"off Puerto Madryn,",,,"20-30 meters, rocks,",,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Kay C. Vaught,13-Apr-00,,,,,Kay C. Vaught Collection
960,9587,276831,Muricidae,Trophon,,geversianus,,,Pallas,1774,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Patagonia,","Bahia San Julian,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Melvin B. Robin,30-Dec-87,,,,,Melvin B. Robin Collection
972,9853,289885,Muricidae,Trophon,,geversianus,,,Pallas,1774,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Patagonia,","Port St.Julian,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Grace G. Eddison,25-Oct-91,,,,,"Grace G. Eddison, MD Collection."
964,10050,284036,Muricidae,Trophon,,laciniatus,,,Dillwyn,1817,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Patagonia,","Santa Cruz,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Katherine C. Vaught,17-Jul-95,"Trawled, 120 fathoms.",,,,Katherine C. Vaught Collection.
846,,2360,Mopaliidae,Plaxiphora,,aurata,,,Spalkowsky,1795,-14,,,,,,,,,,,,,,,Argentina,,"Patagonia,",,,,,,,,,,,,,,,,,,,,,,,,,,,Barnum Brown,Jan-05,,,"previously accessioned, accession lost",,,,
962,10050,280064,Muricidae,Trophon,,geversianus,,,Pallas,1774,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,"Patagonia, Rio Negro,","San Matias Gulf,",,,,,,,,,,,,,,,,,,,,,,,,,,Coll. Unknown,,Katherine C. Vaught,17-Jul-95,"80 fathoms, sand, stones.",,,,Katherine C. Vaught Collection
872,M00302,306948,Crepidulidae,Crepidula,,cachimilla,,female,"Cledon, Simone & Penchaszadeh",2004,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,Playa Orengo,San Antonio Oeste,,"Rio Negro; 40 53'S, 64 36'W; 15m, scuba",,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Cledon,5-Mar-01,Penchaszadeh,Jan-03,paratype female #1,PARATYPE,,"Malacologia, 2004, 46(1): 185-202",
873,M00302,306949,Crepidulidae,Crepidula,,cachimilla,,female,"Cledon, Simone & Penchaszadeh",2004,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,Playa Orengo,San Antonio Oeste,,"Rio Negro; 40 53'S, 64 36'W; 15m, scuba",,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Cledon,5-Mar-01,Penchaszadeh,Jan-03,paratype female #2,PARATYPE,,"Malacologia, 2004, 46(1): 185-202",
874,M00302,306950,Crepidulidae,Crepidula,,cachimilla,,female,"Cledon, Simone & Penchaszadeh",2004,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,Playa Orengo,San Antonio Oeste,,"Rio Negro; 40 53'S, 64 36'W; 15m, scuba",,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Cledon,5-Mar-01,Penchaszadeh,Jan-03,paratype female #3,PARATYPE,,"Malacologia, 2004, 46(1): 185-202",
875,M00302,306951,Crepidulidae,Crepidula,,cachimilla,,female,"Cledon, Simone & Penchaszadeh",2004,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,Playa Orengo,San Antonio Oeste,,"Rio Negro; 40 53'S, 64 36'W; 15m, scuba",,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Cledon,5-Mar-01,Penchaszadeh,Jan-03,paratype female #4,PARATYPE,,"Malacologia, 2004, 46(1): 185-202",
876,M00302,306952,Crepidulidae,Crepidula,,cachimilla,,male,"Cledon, Simone & Penchaszadeh",2004,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,Playa Orengo,San Antonio Oeste,,"Rio Negro; 40 53'S, 64 36'W; 15m, scuba",,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Cledon,5-Mar-01,Penchaszadeh,Jan-03,male,PARATYPE,,"Malacologia, 2004, 46(1): 185-202",
877,M00302,306953,Crepidulidae,Crepidula,,cachimilla,,male,"Cledon, Simone & Penchaszadeh",2004,1,,,Atlantic Ocean,,,,,,,,,,,,Argentina,,Playa Orengo,San Antonio Oeste,,"Rio Negro; 40 53'S, 64 36'W; 15m, scuba",,,,,,,,,,,,,,,,,,,,,,,,Maximiliano Cledon,5-Mar-01,Penchaszadeh,Jan-03,paratype male #1,PARATYPE,,"Malacologia, 2004, 46(1): 185-202",
